year,facility_key,service_name,provider_name,service_suburb,provider_type,state,planning_region,remoteness,size,overall_stars,residents_experience_stars,compliance_stars,staffing_stars,quality_measures_stars
2025,Killara Glades Care Community | DPG Services Pty Ltd,Killara Glades Care Community,DPG Services Pty Ltd,KILLARA,Private for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,3.0,5.0,3.0,3.0
2025,Killara Hostel | Kooweerup Regional Health Service,Killara Hostel,Kooweerup Regional Health Service,KOOWEERUP,Government,VIC,Southern Metro,Regional centres,Small,5.0,4.0,5.0,5.0,4.0
2025,Killarney Court Aged Care Facility | Alino Living,Killarney Court Aged Care Facility,Alino Living,KILLARNEY VALE,Not for Profit,NSW,Central Coast,Metropolitan,Medium,3.0,3.0,4.0,2.0,3.0
2025,Killarney Vale Care Community | DPG Services Pty Ltd,Killarney Vale Care Community,DPG Services Pty Ltd,KILLARNEY VALE,Private for Profit,NSW,Central Coast,Metropolitan,Large,4.0,4.0,5.0,3.0,2.0
2025,Kilmore Grove Care Community | DPG Services Pty Ltd,Kilmore Grove Care Community,DPG Services Pty Ltd,KILMORE,Private for Profit,VIC,Hume,Medium rural towns,Medium,,,,2.0,3.0
2025,King Island Multipurpose Centre | Tasmanian Health Service,King Island Multipurpose Centre,Tasmanian Health Service,CURRIE,Government,TAS,North Western,Very remote communities,Small,5.0,4.0,5.0,5.0,5.0
2025,Kintyre Lodge - Dubbo | BaptistCare NSW & ACT,Kintyre Lodge - Dubbo,BaptistCare NSW & ACT,DUBBO,Not for Profit,NSW,Orana Far West,Large rural towns,Medium,4.0,4.0,4.0,2.0,4.0
2025,Kirkbrae Kilsyth Nursing Home | Presbyterian Care Victoria Ltd,Kirkbrae Kilsyth Nursing Home,Presbyterian Care Victoria Ltd,KILSYTH,Not for Profit,VIC,Eastern Metro,Metropolitan,Medium,,,,3.0,5.0
2025,Kirra Beach Care Community | DPG Services Pty Ltd,Kirra Beach Care Community,DPG Services Pty Ltd,COOLANGATTA,Private for Profit,QLD,South Coast,Metropolitan,Medium,4.0,3.0,5.0,3.0,3.0
2025,Kirrak House | Bass Coast Health,Kirrak House,Bass Coast Health,WONTHAGGI,Government,VIC,Gippsland,Medium rural towns,Small,5.0,5.0,5.0,5.0,5.0
2025,Klemzig Residential Care Services | Hahndorf Holdings Pty Ltd,Klemzig Residential Care Services,Hahndorf Holdings Pty Ltd,KLEMZIG,Private for Profit,SA,Metropolitan North,Metropolitan,Medium,3.0,2.0,5.0,3.0,2.0
2025,Koh-I-Noor Contemporary Care | ALINEA INC.,Koh-I-Noor Contemporary Care,ALINEA INC.,WEMBLEY,Not for Profit,WA,Metropolitan North,Metropolitan,Medium,4.0,4.0,4.0,4.0,3.0
2025,Kolor Lodge Hostel | Western District Health Service,Kolor Lodge Hostel,Western District Health Service,PENSHURST,Government,VIC,Barwon-South Western,Small rural towns,Small,4.0,4.0,5.0,4.0,4.0
2025,Kolora Aged Care | McLean Care Ltd,Kolora Aged Care,McLean Care Ltd,GUYRA,Not for Profit,NSW,New England,Small rural towns,Small,4.0,3.0,5.0,3.0,3.0
2025,Koonambil Aged Care | Koonambil Aged Care Ltd,Koonambil Aged Care,Koonambil Aged Care Ltd,COONAMBLE,Not for Profit,NSW,Orana Far West,Remote communities,Small,4.0,4.0,5.0,4.0,3.0
2025,Koorooman House Nursing Home | Gippsland Southern Health Service,Koorooman House Nursing Home,Gippsland Southern Health Service,LEONGATHA,Government,VIC,Gippsland,Medium rural towns,Small,4.0,3.0,4.0,5.0,5.0
2025,KOPWA Archbold House | KOPWA Limited,KOPWA Archbold House,KOPWA Limited,ROSEVILLE,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,3.0,5.0,3.0,5.0
2025,Korongee | Glenview Community Services Inc,Korongee,Glenview Community Services Inc,DERWENT PARK,Not for Profit,TAS,Southern,Regional centres,Medium,4.0,4.0,4.0,3.0,3.0
2025,Kowree Nursing Home Unit | Grampians Health,Kowree Nursing Home Unit,Grampians Health,EDENHOPE,Government,VIC,Grampians,Small rural towns,Small,4.0,3.0,5.0,5.0,2.0
2025,Kubirri Residential Care Centre | The Salvation Army (Queensland) Property Trust,Kubirri Residential Care Centre,The Salvation Army (Queensland) Property Trust,MOSSMAN,Not for Profit,QLD,Far North,Small rural towns,Small,4.0,3.0,5.0,3.0,3.0
2025,Kurrajong & District Community Nursing Home | Kurrajong and District Hospital Society Inc,Kurrajong & District Community Nursing Home,Kurrajong and District Hospital Society Inc,KURRAJONG,Not for Profit,NSW,Nepean,Regional centres,Small,4.0,3.0,4.0,5.0,5.0
2025,Kurrajong Lodge | Grampians Health,Kurrajong Lodge,Grampians Health,HORSHAM,Government,VIC,Grampians,Large rural towns,Small,4.0,3.0,5.0,4.0,3.0
2025,Labrina Village Residential Care | Southern Cross Care (SA NT & VIC) Incorporated,Labrina Village Residential Care,Southern Cross Care (SA NT & VIC) Incorporated,PROSPECT,Not for Profit,SA,Metropolitan East,Metropolitan,Small,4.0,3.0,5.0,4.0,3.0
2025,Lachlan Lodge | Lachlan Lodge Inc,Lachlan Lodge,Lachlan Lodge Inc,HILLSTON,Not for Profit,NSW,Riverina/Murray,Remote communities,Small,,5.0,4.0,,3.0
2025,Lake Cathie Manor Aged Care | RACS PTY LTD,Lake Cathie Manor Aged Care,RACS PTY LTD,LAKE CATHIE,Private for Profit,NSW,Mid North Coast,Large rural towns,Medium,4.0,4.0,4.0,5.0,4.0
2025,Lake Haven Court Aged Care Facility | Alino Living,Lake Haven Court Aged Care Facility,Alino Living,CHARMHAVEN,Not for Profit,NSW,Central Coast,Metropolitan,Small,4.0,4.0,4.0,3.0,3.0
2025,Lakes Entrance Care Community | DPG Services Pty Ltd,Lakes Entrance Care Community,DPG Services Pty Ltd,LAKES ENTRANCE,Private for Profit,VIC,Gippsland,Medium rural towns,Medium,4.0,4.0,5.0,2.0,3.0
2025,Lakeview Lodge Hostel | Nagambie HealthCare Incorporated,Lakeview Lodge Hostel,Nagambie HealthCare Incorporated,NAGAMBIE,Not for Profit,VIC,Hume,Small rural towns,Small,4.0,3.0,5.0,3.0,3.0
2025,Lakeview Nursing Home | Tallangatta Health Service,Lakeview Nursing Home,Tallangatta Health Service,TALLANGATTA,Government,VIC,Hume,Small rural towns,Small,4.0,3.0,5.0,5.0,4.0
2025,Langford Grange | Wickro Pty Ltd,Langford Grange,Wickro Pty Ltd,CRANBOURNE EAST,Private for Profit,VIC,Southern Metro,Metropolitan,Large,3.0,4.0,4.0,1.0,3.0
2025,Langwarrin Community Aged Care | Luson Aged Care Pty Ltd,Langwarrin Community Aged Care,Luson Aged Care Pty Ltd,LANGWARRIN,Not for Profit,VIC,Southern Metro,Metropolitan,Large,,,,,
2025,Lansdowne Aged Care Facility | Arete Health Care (Lansdowne) Pty Limited,Lansdowne Aged Care Facility,Arete Health Care (Lansdowne) Pty Limited,CABRAMATTA,Private for Profit,NSW,South West Sydney,Metropolitan,Large,4.0,4.0,5.0,2.0,5.0
2025,Lansdowne Gardens | DPG Services Pty Ltd,Lansdowne Gardens,DPG Services Pty Ltd,NEUTRAL BAY,Private for Profit,NSW,Northern Sydney,Metropolitan,Small,,,,,
2025,Lansdowne Gardens on Wycombe | DPG Services Pty Ltd,Lansdowne Gardens on Wycombe,DPG Services Pty Ltd,NEUTRAL BAY,Private for Profit,NSW,Northern Sydney,Metropolitan,Medium,,,,,
2025,Lara Aged Care | RSL LifeCare Limited,Lara Aged Care,RSL LifeCare Limited,DUNGOG,Not for Profit,NSW,Hunter,Small rural towns,Small,4.0,5.0,5.0,3.0,3.0
2025,Latrobe Regional Hospital Nursing Home | Latrobe Regional Health,Latrobe Regional Hospital Nursing Home,Latrobe Regional Health,TRARALGON,Government,VIC,Gippsland,Large rural towns,Small,4.0,3.0,5.0,5.0,3.0
2025,Latrobe Valley Village Hostel | Latrobe Valley Village Inc,Latrobe Valley Village Hostel,Latrobe Valley Village Inc,NEWBOROUGH,Not for Profit,VIC,Gippsland,Large rural towns,Medium,4.0,4.0,4.0,3.0,4.0
2025,Latvian Aged Care Facility | Latvian Friendly Society Ltd,Latvian Aged Care Facility,Latvian Friendly Society Ltd,WANTIRNA SOUTH,Not for Profit,VIC,Eastern Metro,Metropolitan,Small,4.0,4.0,5.0,3.0,4.0
2025,Laurieton Lakeside Aged Care Residence | Halenvy Pty Limited,Laurieton Lakeside Aged Care Residence,Halenvy Pty Limited,LAURIETON,Private for Profit,NSW,Mid North Coast,Medium rural towns,Medium,3.0,4.0,4.0,2.0,3.0
2025,Laurina Lodge Hostel | Heyfield Hospital Incorporated,Laurina Lodge Hostel,Heyfield Hospital Incorporated,HEYFIELD,Not for Profit,VIC,Gippsland,Small rural towns,Small,4.0,3.0,4.0,3.0,5.0
2025,Lee Roshana Care | Burswood Care Pty Ltd,Lee Roshana Care,Burswood Care Pty Ltd,BLAYNEY,Private for Profit,NSW,Central West,Small rural towns,Small,4.0,3.0,4.0,5.0,3.0
2025,Leeton Hospital | NSW State Government (NSW Ministry of Health),Leeton Hospital,NSW State Government (NSW Ministry of Health),LEETON,Government,NSW,Riverina/Murray,Medium rural towns,Small,4.0,4.0,5.0,4.0,1.0
2025,Leigh Place | Leigh Place Aged Care,Leigh Place,Leigh Place Aged Care,ROSELANDS,Not for Profit,NSW,Inner West,Metropolitan,Medium,4.0,4.0,5.0,3.0,4.0
2025,Leighton Nursing Home | Fresh Fields Aged Care Pty Ltd,Leighton Nursing Home,Fresh Fields Aged Care Pty Ltd,WEST PERTH,Private for Profit,WA,Metropolitan East,Metropolitan,Small,3.0,3.0,5.0,2.0,2.0
2025,Leinster Place | Mercy Health and Aged Care Central Queensland Limited,Leinster Place,Mercy Health and Aged Care Central Queensland Limited,PARK AVENUE,Not for Profit,QLD,Fitzroy,Regional centres,Medium,3.0,3.0,4.0,4.0,2.0
2025,Lerwin Residential Care | Rural City of Murray Bridge,Lerwin Residential Care,Rural City of Murray Bridge,MURRAY BRIDGE,Government,SA,"Hills, Mallee & Southern",Large rural towns,Medium,3.0,3.0,4.0,3.0,2.0
2025,Leslie Place Aged Persons Hostel | Killarney Memorial Aged Care Ltd,Leslie Place Aged Persons Hostel,Killarney Memorial Aged Care Ltd,KILLARNEY,Not for Profit,QLD,Darling Downs,Small rural towns,Small,5.0,4.0,5.0,5.0,4.0
2025,Lifeview Argyle Court | Chevron Corporation Pty Ltd,Lifeview Argyle Court,Chevron Corporation Pty Ltd,CHELSEA,Private for Profit,VIC,Southern Metro,Metropolitan,Small,4.0,3.0,5.0,3.0,5.0
2025,Lifeview Emerald Glades | Farwell Nominees Pty Ltd,Lifeview Emerald Glades,Farwell Nominees Pty Ltd,EMERALD,Private for Profit,VIC,Southern Metro,Metropolitan,Small,4.0,4.0,5.0,2.0,3.0
2025,Lifeview The Willows | Farwell Nominees Pty Ltd,Lifeview The Willows,Farwell Nominees Pty Ltd,WHEELERS HILL,Private for Profit,VIC,Eastern Metro,Metropolitan,Small,4.0,3.0,5.0,2.0,4.0
2025,Lifeview Willow Wood | Farwell Nominees Pty Ltd,Lifeview Willow Wood,Farwell Nominees Pty Ltd,CRANBOURNE,Private for Profit,VIC,Southern Metro,Metropolitan,Large,4.0,4.0,5.0,2.0,3.0
2025,Lilliane Brady Village Nursing Home | Cobar Shire Council,Lilliane Brady Village Nursing Home,Cobar Shire Council,COBAR,Government,NSW,Orana Far West,Remote communities,Small,3.0,4.0,3.0,2.0,3.0
2025,Linsell Lodge Aged Care Facility | The Salvation Army (South Australia) Property Trust,Linsell Lodge Aged Care Facility,The Salvation Army (South Australia) Property Trust,ANGLE PARK,Not for Profit,SA,Metropolitan West,Metropolitan,Medium,3.0,3.0,4.0,3.0,3.0
2025,Lions Haven For The Aged | Lions Haven for the Aged Limited,Lions Haven For The Aged,Lions Haven for the Aged Limited,HOPE ISLAND,Not for Profit,QLD,South Coast,Metropolitan,Large,3.0,3.0,4.0,3.0,3.0
2025,Lionsbrae Hostel | Ringwood Area Lions Aged Care Inc,Lionsbrae Hostel,Ringwood Area Lions Aged Care Inc,RINGWOOD EAST,Not for Profit,VIC,Eastern Metro,Metropolitan,Medium,4.0,4.0,5.0,5.0,3.0
2025,Liscombe House | The Old Colonists' Association of Victoria,Liscombe House,The Old Colonists' Association of Victoria,SAINT HELENA,Not for Profit,VIC,Northern Metro,Metropolitan,Medium,3.0,3.0,4.0,2.0,3.0
2025,Little Sisters of the Poor Glendalough Home | Little Sisters of the Poor Aged Care Ltd,Little Sisters of the Poor Glendalough Home,Little Sisters of the Poor Aged Care Ltd,GLENDALOUGH,Not for Profit,WA,Metropolitan North,Metropolitan,Small,4.0,5.0,5.0,2.0,3.0
2025,Little Sisters of the Poor St Joseph's Home | Little Sisters of the Poor Aged Care Ltd,Little Sisters of the Poor St Joseph's Home,Little Sisters of the Poor Aged Care Ltd,NORTHCOTE,Not for Profit,VIC,Northern Metro,Metropolitan,Small,4.0,4.0,5.0,3.0,4.0
2025,Longridge Aged Care | Naracoorte Home for the Aged Inc,Longridge Aged Care,Naracoorte Home for the Aged Inc,NARACOORTE,Not for Profit,SA,South East,Medium rural towns,Small,4.0,5.0,5.0,3.0,3.0
2025,Loreto | Mercy Community Services North Queensland Limited,Loreto,Mercy Community Services North Queensland Limited,PIMLICO,Not for Profit,QLD,Northern,Regional centres,Small,4.0,3.0,4.0,4.0,4.0
2025,Loreto Home of Compassion | The Mary Potter Nursing Home and The Ethel Forrest Day Care Centre Pty Ltd,Loreto Home of Compassion,The Mary Potter Nursing Home and The Ethel Forrest Day Care Centre Pty Ltd,WAGGA WAGGA,Not for Profit,NSW,Riverina/Murray,Large rural towns,Small,3.0,2.0,4.0,4.0,3.0
2025,Lorne Nursing Home | Great Ocean Road Health,Lorne Nursing Home,Great Ocean Road Health,LORNE,Government,VIC,Barwon-South Western,Small rural towns,Small,5.0,5.0,5.0,5.0,5.0
2025,Lorocco | Queensland Rehabilitation Services Pty Ltd,Lorocco,Queensland Rehabilitation Services Pty Ltd,CARINDALE,Private for Profit,QLD,Brisbane South,Metropolitan,Small,4.0,4.0,5.0,4.0,3.0
2025,Lourdes Valley The Lodge Residential Care | Southern Cross Care (SA NT & VIC) Incorporated,Lourdes Valley The Lodge Residential Care,Southern Cross Care (SA NT & VIC) Incorporated,MYRTLE BANK,Not for Profit,SA,Metropolitan East,Metropolitan,Small,4.0,3.0,5.0,3.0,4.0
2025,Loxton District Nursing Home | Riverland Mallee Coorong Local Health Network Incorporated,Loxton District Nursing Home,Riverland Mallee Coorong Local Health Network Incorporated,LOXTON,Government,SA,Riverland,Small rural towns,Small,4.0,4.0,4.0,3.0,3.0
2025,Lucy Chieng Aged Care Centre | Australian Nursing Home Foundation Limited,Lucy Chieng Aged Care Centre,Australian Nursing Home Foundation Limited,HURSTVILLE,Not for Profit,NSW,South East Sydney,Metropolitan,Medium,5.0,5.0,5.0,3.0,5.0
2025,Lumeah Lodge Hostel | Central Highlands Rural Health,Lumeah Lodge Hostel,Central Highlands Rural Health,DAYLESFORD,Government,VIC,Grampians,Small rural towns,Small,4.0,4.0,5.0,4.0,4.0
2025,Luson Bloom | Luson Aged Care Pty Ltd,Luson Bloom,Luson Aged Care Pty Ltd,CLYDE NORTH,Not for Profit,VIC,Southern Metro,Metropolitan,Medium,4.0,4.0,4.0,3.0,5.0
2025,Luson Eden Park | Luson Aged Care Pty Ltd,Luson Eden Park,Luson Aged Care Pty Ltd,WHITTINGTON,Not for Profit,VIC,Barwon-South Western,Metropolitan,Medium,4.0,4.0,4.0,3.0,4.0
2025,Luson The Vue | Luson Aged Care Pty Ltd,Luson The Vue,Luson Aged Care Pty Ltd,GROVEDALE,Not for Profit,VIC,Barwon-South Western,Metropolitan,Large,4.0,4.0,5.0,3.0,3.0
2025,Lutheran Homes Group Fullarton | Lutheran Homes Group Incorporated,Lutheran Homes Group Fullarton,Lutheran Homes Group Incorporated,FULLARTON,Not for Profit,SA,Metropolitan East,Metropolitan,Large,4.0,3.0,4.0,4.0,4.0
2025,Lutheran Homes Group Glynde | Lutheran Homes Group Incorporated,Lutheran Homes Group Glynde,Lutheran Homes Group Incorporated,GLYNDE,Not for Profit,SA,Metropolitan East,Metropolitan,Medium,4.0,3.0,5.0,4.0,3.0
2025,Lutheran Homes Group Hope Valley | Lutheran Homes Group Incorporated,Lutheran Homes Group Hope Valley,Lutheran Homes Group Incorporated,HOPE VALLEY,Not for Profit,SA,Metropolitan North,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2025,Lutheran Services - Cooinda Aged Care Centre | Lutheran Church of Australia - Queensland District,Lutheran Services - Cooinda Aged Care Centre,Lutheran Church of Australia - Queensland District,GYMPIE,Not for Profit,QLD,Sunshine Coast,Large rural towns,Large,4.0,3.0,5.0,3.0,4.0
2025,Lutheran Services - Immanuel Gardens | Lutheran Church of Australia - Queensland District,Lutheran Services - Immanuel Gardens,Lutheran Church of Australia - Queensland District,BUDERIM,Not for Profit,QLD,Sunshine Coast,Metropolitan,Large,4.0,4.0,5.0,3.0,1.0
2025,Lutheran Services - Northridge Salem | Lutheran Church of Australia - Queensland District,Lutheran Services - Northridge Salem,Lutheran Church of Australia - Queensland District,ROCKVILLE,Not for Profit,QLD,Darling Downs,Regional centres,Small,4.0,3.0,5.0,5.0,3.0
2025,Lutheran Services - Orana | Lutheran Church of Australia - Queensland District,Lutheran Services - Orana,Lutheran Church of Australia - Queensland District,KINGAROY,Not for Profit,QLD,Wide Bay,Medium rural towns,Medium,3.0,3.0,5.0,2.0,3.0
2025,Lutheran Services - Salem | Lutheran Church of Australia - Queensland District,Lutheran Services - Salem,Lutheran Church of Australia - Queensland District,SOUTH TOOWOOMBA,Not for Profit,QLD,Darling Downs,Regional centres,Medium,4.0,4.0,5.0,3.0,5.0
2025,Lutheran Services - St Andrews | Lutheran Church of Australia - Queensland District,Lutheran Services - St Andrews,Lutheran Church of Australia - Queensland District,TALLEBUDGERA,Not for Profit,QLD,South Coast,Metropolitan,Medium,3.0,3.0,5.0,3.0,1.0
2025,Lutheran Services - St Pauls | Lutheran Church of Australia - Queensland District,Lutheran Services - St Pauls,Lutheran Church of Australia - Queensland District,CABOOLTURE,Not for Profit,QLD,Cabool,Metropolitan,Medium,4.0,4.0,5.0,3.0,3.0
2025,Lutheran Services - Tabeel | Lutheran Church of Australia - Queensland District,Lutheran Services - Tabeel,Lutheran Church of Australia - Queensland District,LAIDLEY,Not for Profit,QLD,West Moreton,Small rural towns,Medium,3.0,3.0,5.0,2.0,3.0
2025,Lutheran Services - Trinder Park | Lutheran Church of Australia - Queensland District,Lutheran Services - Trinder Park,Lutheran Church of Australia - Queensland District,WOODRIDGE,Not for Profit,QLD,Logan River Valley,Metropolitan,Large,4.0,3.0,5.0,3.0,3.0
2025,Lutheran Services - Wahroonga | Lutheran Church of Australia - Queensland District,Lutheran Services - Wahroonga,Lutheran Church of Australia - Queensland District,BILOELA,Not for Profit,QLD,Fitzroy,Medium rural towns,Medium,4.0,4.0,5.0,4.0,3.0
2025,Lutheran Services - Zion | Lutheran Church of Australia - Queensland District,Lutheran Services - Zion,Lutheran Church of Australia - Queensland District,NUNDAH,Not for Profit,QLD,Brisbane North,Metropolitan,Medium,3.0,3.0,4.0,3.0,3.0
2025,Lynden Aged Care | Lynden Aged Care Association Inc,Lynden Aged Care,Lynden Aged Care Association Inc,CAMBERWELL,Not for Profit,VIC,Eastern Metro,Metropolitan,Medium,4.0,3.0,4.0,4.0,3.0
2025,Lyndoch Hostel | Respect Group Limited,Lyndoch Hostel,Respect Group Limited,WARRNAMBOOL,Not for Profit,VIC,Barwon-South Western,Large rural towns,Large,,3.0,,,
2025,Lyndoch Nursing Home | Respect Group Limited,Lyndoch Nursing Home,Respect Group Limited,WARRNAMBOOL,Not for Profit,VIC,Barwon-South Western,Large rural towns,Medium,,3.0,,,
2025,Lyrebird Village | Respect Group Limited,Lyrebird Village,Respect Group Limited,DROUIN,Not for Profit,VIC,Gippsland,Medium rural towns,Medium,3.0,4.0,4.0,2.0,3.0
2025,MacKillop House | Catholic Healthcare Limited,MacKillop House,Catholic Healthcare Limited,NORWEST,Not for Profit,NSW,Western Sydney,Metropolitan,Large,3.0,3.0,5.0,2.0,3.0
2025,Macleay Valley House | Burswood Care Pty Ltd,Macleay Valley House,Burswood Care Pty Ltd,FREDERICKTON,Private for Profit,NSW,Mid North Coast,Medium rural towns,Large,,,,,
2025,Macleod Roshana Care | Burswood Care Pty Ltd,Macleod Roshana Care,Burswood Care Pty Ltd,MACLEOD,Private for Profit,VIC,Northern Metro,Metropolitan,Small,,3.0,,5.0,3.0
2025,Macpherson Smith Residential Care | Grampians Health,Macpherson Smith Residential Care,Grampians Health,STAWELL,Government,VIC,Grampians,Medium rural towns,Small,4.0,3.0,5.0,5.0,1.0
2025,Macquarie Lodge Aged Care Plus Centre | The Salvation Army (NSW) Property Trust,Macquarie Lodge Aged Care Plus Centre,The Salvation Army (NSW) Property Trust,ARNCLIFFE,Not for Profit,NSW,South East Sydney,Metropolitan,Large,3.0,3.0,4.0,3.0,4.0
2025,Maculata Place | Shepparton Retirement Villages Inc,Maculata Place,Shepparton Retirement Villages Inc,SHEPPARTON,Not for Profit,VIC,Hume,Large rural towns,Large,3.0,3.0,5.0,1.0,3.0
2025,Magill Manor | Clayton Church Homes Inc,Magill Manor,Clayton Church Homes Inc,MAGILL,Not for Profit,SA,Metropolitan East,Metropolitan,Medium,4.0,3.0,5.0,3.0,3.0
2025,Maitland Grange Care Community | DPG Services Pty Ltd,Maitland Grange Care Community,DPG Services Pty Ltd,RUTHERFORD,Private for Profit,NSW,Hunter,Metropolitan,Medium,4.0,4.0,5.0,4.0,2.0
2025,Maldon Hospital - Mountview Nursing Home | Dhelkaya Health,Maldon Hospital - Mountview Nursing Home,Dhelkaya Health,MALDON,Government,VIC,Loddon-Mallee,Small rural towns,Small,4.0,4.0,5.0,5.0,2.0
