year,facility_key,service_name,provider_name,service_suburb,provider_type,state,planning_region,remoteness,size,overall_stars,residents_experience_stars,compliance_stars,staffing_stars,quality_measures_stars
2026,Weeroona Aged Care Plus Centre | The Salvation Army (NSW) Property Trust,Weeroona Aged Care Plus Centre,The Salvation Army (NSW) Property Trust,BASS HILL,Not for Profit,NSW,South West Sydney,Metropolitan,Large,4.0,4.0,5.0,4.0,2.0
2026,Uniting Nareen Gardens Bateau Bay | The Uniting Church in Australia Property Trust (NSW),Uniting Nareen Gardens Bateau Bay,The Uniting Church in Australia Property Trust (NSW),BATEAU BAY,Not for Profit,NSW,Central Coast,Metropolitan,Large,4.0,4.0,5.0,2.0,3.0
2026,Southern Cross Care Reynolds Court Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Reynolds Court Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,BATEAU BAY,Not for Profit,NSW,Central Coast,Metropolitan,Medium,4.0,4.0,5.0,3.0,4.0
2026,Bupa Bateau Bay | Bupa Aged Care Australia Pty Ltd,Bupa Bateau Bay,Bupa Aged Care Australia Pty Ltd,BATEAU BAY,Private for Profit,NSW,Central Coast,Metropolitan,Medium,3.0,4.0,5.0,1.0,2.0
2026,RFBI Bellingen Masonic Village - JJ | Royal Freemasons' Benevolent Institution,RFBI Bellingen Masonic Village - JJ,Royal Freemasons' Benevolent Institution,BELLINGEN,Not for Profit,NSW,Mid North Coast,Small rural towns,Small,3.0,4.0,5.0,2.0,1.0
2026,Uniting Narla Belmont North | The Uniting Church in Australia Property Trust (NSW),Uniting Narla Belmont North,The Uniting Church in Australia Property Trust (NSW),BELMONT NORTH,Not for Profit,NSW,Hunter,Metropolitan,Medium,4.0,4.0,5.0,2.0,3.0
2026,St Elizabeth Home | ST. ELIZABETH HOME,St Elizabeth Home,ST. ELIZABETH HOME,DEAN PARK,Not for Profit,NSW,Western Sydney,Metropolitan,Medium,4.0,4.0,5.0,3.0,2.0
2026,Harold Williams Home | Southern Cross Care (QLD) Ltd,Harold Williams Home,Southern Cross Care (QLD) Ltd,BROKEN HILL,Not for Profit,NSW,Orana Far West,Large rural towns,Small,,3.0,,4.0,2.0
2026,Aruma Lodge | Southern Cross Care (QLD) Ltd,Aruma Lodge,Southern Cross Care (QLD) Ltd,BROKEN HILL,Not for Profit,NSW,Orana Far West,Large rural towns,Small,,4.0,,2.0,3.0
2026,Byron Aged Care | St Andrew's Village Ballina Limited,Byron Aged Care,St Andrew's Village Ballina Limited,BYRON BAY,Not for Profit,NSW,Far North Coast,Medium rural towns,Small,4.0,3.0,4.0,5.0,2.0
2026,Paling Court Residential Aged Care | Carrington Centennial Care Limited,Paling Court Residential Aged Care,Carrington Centennial Care Limited,GRASMERE,Not for Profit,NSW,South West Sydney,Metropolitan,Large,4.0,4.0,5.0,3.0,3.0
2026,IBIS Care Miranda | IBIS (No 2) Pty Ltd,IBIS Care Miranda,IBIS (No 2) Pty Ltd,MIRANDA,Private for Profit,NSW,South East Sydney,Metropolitan,Medium,5.0,4.0,5.0,5.0,5.0
2026,Southern Cross Care St Michael's Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care St Michael's Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,CASINO,Not for Profit,NSW,Far North Coast,Medium rural towns,Medium,4.0,4.0,4.0,3.0,3.0
2026,Anglicare Farrer Brown Court | Anglican Community Services,Anglicare Farrer Brown Court,Anglican Community Services,CASTLE HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,5.0,5.0,3.0,3.0
2026,Anglicare Warrina Residential Care | Anglican Community Services,Anglicare Warrina Residential Care,Anglican Community Services,CASTLE HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,3.0,5.0,3.0,4.0
2026,Anglicare Brian King Gardens | Anglican Community Services,Anglicare Brian King Gardens,Anglican Community Services,CASTLE HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,4.0,4.0,3.0,3.0
2026,Cooinda Aged Care | COOINDA COONABARABRAN LIMITED,Cooinda Aged Care,COOINDA COONABARABRAN LIMITED,COONABARABRAN,Not for Profit,NSW,Orana Far West,Small rural towns,Medium,4.0,4.0,5.0,5.0,3.0
2026,Southern Cross Care Cootamundra Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Cootamundra Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,COOTAMUNDRA,Not for Profit,NSW,Riverina/Murray,Medium rural towns,Small,4.0,4.0,5.0,4.0,4.0
2026,BaptistCare Mid Richmond Centre - Coraki | BaptistCare,BaptistCare Mid Richmond Centre - Coraki,BaptistCare,CORAKI,Not for Profit,NSW,Far North Coast,Small rural towns,Small,4.0,4.0,5.0,4.0,3.0
2026,Southern Cross Care Karinya Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Karinya Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,COROWA,Not for Profit,NSW,Riverina/Murray,Medium rural towns,Medium,4.0,4.0,5.0,2.0,3.0
2026,Illawarra Diggers | Illawarra Diggers Aged and Community Care Limited,Illawarra Diggers,Illawarra Diggers Aged and Community Care Limited,CORRIMAL,Not for Profit,NSW,Illawarra,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2026,Calvary St Paul's Retirement Community | Calvary Aged Care Limited,Calvary St Paul's Retirement Community,Calvary Aged Care Limited,CUNDLETOWN,Not for Profit,NSW,Mid North Coast,Large rural towns,Small,,3.0,,2.0,3.0
2026,Southern Cross Care Orana Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Orana Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,DENILIQUIN,Not for Profit,NSW,Riverina/Murray,Medium rural towns,Small,5.0,5.0,5.0,4.0,5.0
2026,Merton Court Hostel | Merton Living Limited,Merton Court Hostel,Merton Living Limited,DENMAN,Not for Profit,NSW,Hunter,Small rural towns,Small,5.0,5.0,5.0,5.0,3.0
2026,Maybanke Aged Care Plus Centre | The Salvation Army (NSW) Property Trust,Maybanke Aged Care Plus Centre,The Salvation Army (NSW) Property Trust,DULWICH HILL,Not for Profit,NSW,Inner West,Metropolitan,Small,4.0,4.0,5.0,2.0,5.0
2026,BaptistCare Cooinda Court | BaptistCare,BaptistCare Cooinda Court,BaptistCare,MACQUARIE PARK,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,4.0,5.0,3.0,4.0
2026,Catholic Healthcare Jemalong Residential Village | Catholic Healthcare Limited,Catholic Healthcare Jemalong Residential Village,Catholic Healthcare Limited,FORBES,Not for Profit,NSW,Central West,Medium rural towns,Medium,4.0,4.0,5.0,2.0,3.0
2026,Alexander Campbell House | The Churches of Christ Property Trust,Alexander Campbell House,The Churches of Christ Property Trust,FORESTVILLE,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,4.0,5.0,5.0,2.0,5.0
2026,Harden Grange | APOLLO CARE OPERATIONS PTY LIMITED,Harden Grange,APOLLO CARE OPERATIONS PTY LIMITED,HARDEN,Private for Profit,NSW,Southern Highlands,Small rural towns,Small,4.0,3.0,5.0,4.0,1.0
2026,Uniting Caroona Jarman Goonellabah | The Uniting Church in Australia Property Trust (NSW),Uniting Caroona Jarman Goonellabah,The Uniting Church in Australia Property Trust (NSW),GOONELLABAH,Not for Profit,NSW,Far North Coast,Large rural towns,Medium,4.0,3.0,5.0,4.0,2.0
2026,Hunters Hill Village | Twilight House,Hunters Hill Village,Twilight House,HUNTERS HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,4.0,4.0,5.0,2.0,5.0
2026,Gill Waminda Aged Care Plus Centre | The Salvation Army (NSW) Property Trust,Gill Waminda Aged Care Plus Centre,The Salvation Army (NSW) Property Trust,GOULBURN,Not for Profit,NSW,Southern Highlands,Large rural towns,Medium,3.0,4.0,5.0,2.0,1.0
2026,Catholic Healthcare St Francis Aged Care | Catholic Healthcare Limited -- Site 1,Catholic Healthcare St Francis Aged Care,Catholic Healthcare Limited,GRAFTON,Not for Profit,NSW,Far North Coast,Large rural towns,Small,,5.0,5.0,4.0,
2026,Southern Cross Care St Catherine's Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care St Catherine's Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,GRAFTON,Not for Profit,NSW,Far North Coast,Large rural towns,Medium,3.0,3.0,4.0,2.0,3.0
2026,The Pioneers Lodge | The Pioneers Lodge Limited,The Pioneers Lodge,The Pioneers Lodge Limited,GRIFFITH,Private for Profit,NSW,Riverina/Murray,Large rural towns,Medium,4.0,4.0,5.0,2.0,3.0
2026,HammondCare Hammondville | HammondCare,HammondCare Hammondville,HammondCare,HAMMONDVILLE,Not for Profit,NSW,South West Sydney,Metropolitan,Large,3.0,4.0,4.0,3.0,1.0
2026,Catholic Healthcare St Joseph Aged Care | Catholic Healthcare Limited,Catholic Healthcare St Joseph Aged Care,Catholic Healthcare Limited,HUNTERS HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,4.0,5.0,5.0,3.0,4.0
2026,Catholic Healthcare St Bedes Home | Catholic Healthcare Limited,Catholic Healthcare St Bedes Home,Catholic Healthcare Limited,SOUTH HURSTVILLE,Not for Profit,NSW,South East Sydney,Metropolitan,Small,4.0,5.0,5.0,3.0,3.0
2026,McLean Care Ltd | McLean Care Ltd,McLean Care Ltd,McLean Care Ltd,INVERELL,Not for Profit,NSW,New England,Medium rural towns,Large,4.0,4.0,5.0,5.0,3.0
2026,Vincent Court | APOLLO CARE OPERATIONS PTY LIMITED,Vincent Court,APOLLO CARE OPERATIONS PTY LIMITED,WEST KEMPSEY,Private for Profit,NSW,Mid North Coast,Medium rural towns,Medium,4.0,4.0,5.0,3.0,2.0
2026,Blue Haven Bonaira | Fresh Fields Management (NSW) No 2 Pty Ltd,Blue Haven Bonaira,Fresh Fields Management (NSW) No 2 Pty Ltd,KIAMA,Private for Profit,NSW,Illawarra,Regional centres,Large,3.0,4.0,4.0,1.0,2.0
2026,Catholic Healthcare Bethlehem House | Catholic Healthcare Limited,Catholic Healthcare Bethlehem House,Catholic Healthcare Limited,KOGARAH,Not for Profit,NSW,South East Sydney,Metropolitan,Small,5.0,4.0,5.0,5.0,5.0
2026,Whiddon Kyogle | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Kyogle,The Frank Whiddon Masonic Homes of New South Wales,KYOGLE,Not for Profit,NSW,Far North Coast,Small rural towns,Medium,4.0,4.0,5.0,3.0,3.0
2026,St Basil's Lakemba | St Basil's Homes,St Basil's Lakemba,St Basil's Homes,LAKEMBA,Not for Profit,NSW,Inner West,Metropolitan,Large,4.0,4.0,5.0,3.0,1.0
2026,Uniting Kamilaroi Lane Cove | The Uniting Church in Australia Property Trust (NSW),Uniting Kamilaroi Lane Cove,The Uniting Church in Australia Property Trust (NSW),LANE COVE,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,4.0,5.0,2.0,3.0
2026,Uniting Annesley Haberfield | The Uniting Church in Australia Property Trust (NSW),Uniting Annesley Haberfield,The Uniting Church in Australia Property Trust (NSW),HABERFIELD,Not for Profit,NSW,Inner West,Metropolitan,Medium,4.0,3.0,5.0,3.0,4.0
2026,Uniting The Marion Leichhardt | The Uniting Church in Australia Property Trust (NSW),Uniting The Marion Leichhardt,The Uniting Church in Australia Property Trust (NSW),LEICHHARDT,Not for Profit,NSW,Inner West,Metropolitan,Large,4.0,3.0,5.0,3.0,4.0
2026,Respect Autumn Lodge | Respect Group Limited,Respect Autumn Lodge,Respect Group Limited,MACKSVILLE,Not for Profit,NSW,Mid North Coast,Medium rural towns,Medium,,3.0,,,
2026,Whiddon Maclean | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Maclean,The Frank Whiddon Masonic Homes of New South Wales,MACLEAN,Not for Profit,NSW,Far North Coast,Small rural towns,Small,4.0,4.0,5.0,4.0,3.0
2026,RFBI Benhome Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Benhome Masonic Village,Royal Freemasons' Benevolent Institution,MAITLAND,Not for Profit,NSW,Hunter,Metropolitan,Medium,5.0,4.0,5.0,5.0,4.0
2026,Brother Alberts Home | Holy Family Services,Brother Alberts Home,Holy Family Services,MARAYONG,Not for Profit,NSW,Western Sydney,Metropolitan,Large,5.0,4.0,5.0,5.0,4.0
2026,Catholic Healthcare St James Villa | Catholic Healthcare Limited,Catholic Healthcare St James Villa,Catholic Healthcare Limited,MATRAVILLE,Not for Profit,NSW,South East Sydney,Metropolitan,Small,4.0,3.0,5.0,4.0,4.0
2026,Uniting Irwin Hall Mayfield | The Uniting Church in Australia Property Trust (NSW),Uniting Irwin Hall Mayfield,The Uniting Church in Australia Property Trust (NSW),MAYFIELD,Not for Profit,NSW,Hunter,Metropolitan,Small,4.0,5.0,5.0,2.0,3.0
2026,Albert Moore Gardens | RSL LifeCare Limited,Albert Moore Gardens,RSL LifeCare Limited,MERIMBULA,Not for Profit,NSW,Southern Highlands,Medium rural towns,Small,4.0,4.0,5.0,2.0,4.0
2026,Southern Cross Care John Woodward Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care John Woodward Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,MERRYLANDS,Not for Profit,NSW,Western Sydney,Metropolitan,Large,4.0,4.0,5.0,3.0,4.0
2026,Juliana Village | Juliana Village Association Ltd,Juliana Village,Juliana Village Association Ltd,MIRANDA,Not for Profit,NSW,South East Sydney,Metropolitan,Medium,4.0,5.0,5.0,1.0,3.0
2026,Catholic Healthcare George Mockler Hostel | Catholic Healthcare Limited,Catholic Healthcare George Mockler Hostel,Catholic Healthcare Limited,MONA VALE,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,4.0,4.0,5.0,4.0,5.0
2026,Calvary Muswellbrook Retirement Community | Calvary Aged Care Limited,Calvary Muswellbrook Retirement Community,Calvary Aged Care Limited,MUSWELLBROOK,Not for Profit,NSW,Hunter,Medium rural towns,Small,,,,1.0,1.0
2026,Uniting Osborne Nowra | The Uniting Church in Australia Property Trust (NSW),Uniting Osborne Nowra,The Uniting Church in Australia Property Trust (NSW),NOWRA,Not for Profit,NSW,Illawarra,Large rural towns,Large,4.0,4.0,5.0,3.0,3.0
2026,Ascott Gardens | United Protestant Association of NSW Limited,Ascott Gardens,United Protestant Association of NSW Limited,ORANGE,Not for Profit,NSW,Central West,Large rural towns,Medium,4.0,4.0,5.0,5.0,2.0
2026,Uniting Wontama Orange | The Uniting Church in Australia Property Trust (NSW),Uniting Wontama Orange,The Uniting Church in Australia Property Trust (NSW),ORANGE,Not for Profit,NSW,Central West,Large rural towns,Large,4.0,4.0,5.0,2.0,3.0
2026,Melrose Lodge | United Protestant Association of NSW Limited,Melrose Lodge,United Protestant Association of NSW Limited,PENDLE HILL,Not for Profit,NSW,Western Sydney,Metropolitan,Medium,4.0,3.0,5.0,5.0,4.0
2026,Cherrybrook Christian Care Centre | Christian Community Services,Cherrybrook Christian Care Centre,Christian Community Services,CHERRYBROOK,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,3.0,3.0,5.0,3.0,2.0
2026,Uniting Locke Haven Petersham | The Uniting Church in Australia Property Trust (NSW),Uniting Locke Haven Petersham,The Uniting Church in Australia Property Trust (NSW),PETERSHAM,Not for Profit,NSW,Inner West,Metropolitan,Small,4.0,4.0,5.0,3.0,5.0
2026,Aubrey Downer Aged Care Home | Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,Aubrey Downer Aged Care Home,Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,POINT CLARE,Private for Profit,NSW,Central Coast,Metropolitan,Small,4.0,3.0,5.0,4.0,3.0
2026,BaptistCare George Forbes House | BaptistCare,BaptistCare George Forbes House,BaptistCare,QUEANBEYAN,Not for Profit,NSW,Southern Highlands,Metropolitan,Medium,4.0,4.0,5.0,2.0,3.0
2026,Catholic Healthcare Holy Spirit Aged Care | Catholic Healthcare Limited,Catholic Healthcare Holy Spirit Aged Care,Catholic Healthcare Limited,REVESBY,Not for Profit,NSW,South West Sydney,Metropolitan,Small,4.0,4.0,5.0,3.0,3.0
2026,Yallambee Village | Bankstown City Aged Care Ltd,Yallambee Village,Bankstown City Aged Care Ltd,REVESBY,Not for Profit,NSW,South West Sydney,Metropolitan,Large,3.0,3.0,5.0,3.0,2.0
2026,Uniting Bruce Sharpe Rockdale | The Uniting Church in Australia Property Trust (NSW),Uniting Bruce Sharpe Rockdale,The Uniting Church in Australia Property Trust (NSW),ROCKDALE,Not for Profit,NSW,South East Sydney,Metropolitan,Small,4.0,4.0,5.0,3.0,5.0
2026,Our Lady Of Consolation Home | Our Lady of Consolation Aged Care & Services Limited,Our Lady Of Consolation Home,Our Lady of Consolation Aged Care & Services Limited,ROOTY HILL,Not for Profit,NSW,Western Sydney,Metropolitan,Large,4.0,3.0,5.0,3.0,3.0
2026,KOPWA Archbold House | KOPWA Limited,KOPWA Archbold House,KOPWA Limited,ROSEVILLE,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,5.0,5.0,3.0,4.0
2026,Uniting Thomas Bowden Ryde | The Uniting Church in Australia Property Trust (NSW),Uniting Thomas Bowden Ryde,The Uniting Church in Australia Property Trust (NSW),RYDE,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,5.0,5.0,5.0,5.0,4.0
2026,Uniting Elizabeth Gates and Alroy House Singleton | The Uniting Church in Australia Property Trust (NSW),Uniting Elizabeth Gates and Alroy House Singleton,The Uniting Church in Australia Property Trust (NSW),SINGLETON HEIGHTS,Not for Profit,NSW,Hunter,Medium rural towns,Medium,4.0,3.0,5.0,3.0,4.0
2026,Calvary Cooinda Retirement Community | Calvary Aged Care Limited,Calvary Cooinda Retirement Community,Calvary Aged Care Limited,SINGLETON,Not for Profit,NSW,Hunter,Medium rural towns,Small,,,,4.0,4.0
2026,Uniting Springwood | The Uniting Church in Australia Property Trust (NSW),Uniting Springwood,The Uniting Church in Australia Property Trust (NSW),SPRINGWOOD,Not for Profit,NSW,Nepean,Metropolitan,Large,4.0,3.0,5.0,3.0,3.0
2026,Frank And Jess Kennett Home | United Protestant Association of NSW Limited,Frank And Jess Kennett Home,United Protestant Association of NSW Limited,STANWELL PARK,Not for Profit,NSW,Illawarra,Metropolitan,Small,4.0,4.0,5.0,5.0,3.0
2026,IRT Thomas Holt Kirrawee | Illawarra Retirement Trust,IRT Thomas Holt Kirrawee,Illawarra Retirement Trust,KIRRAWEE,Not for Profit,NSW,South East Sydney,Metropolitan,Large,4.0,4.0,5.0,3.0,1.0
2026,James Milson Village North Sydney | North Sydney Retirement Trust,James Milson Village North Sydney,North Sydney Retirement Trust,NORTH SYDNEY,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,4.0,5.0,3.0,3.0
2026,Catholic Healthcare Vincentian Aged Care Service | Catholic Healthcare Limited,Catholic Healthcare Vincentian Aged Care Service,Catholic Healthcare Limited,DARLINGHURST,Not for Profit,NSW,South East Sydney,Metropolitan,Small,5.0,4.0,5.0,5.0,5.0
2026,Nazareth House Tamworth | Nazareth Care,Nazareth House Tamworth,Nazareth Care,OXLEY VALE,Not for Profit,NSW,New England,Large rural towns,Medium,4.0,4.0,5.0,1.0,4.0
2026,RFBI Tamworth Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Tamworth Masonic Village,Royal Freemasons' Benevolent Institution,TAMWORTH,Not for Profit,NSW,New England,Large rural towns,Small,4.0,4.0,5.0,2.0,3.0
2026,Uniting Taralga | The Uniting Church in Australia Property Trust (NSW),Uniting Taralga,The Uniting Church in Australia Property Trust (NSW),TARALGA,Not for Profit,NSW,Southern Highlands,Small rural towns,Small,4.0,4.0,5.0,5.0,2.0
2026,Alkira Lodge | Bushland Health Group Limited,Alkira Lodge,Bushland Health Group Limited,TAREE,Not for Profit,NSW,Mid North Coast,Large rural towns,Medium,4.0,4.0,4.0,5.0,3.0
2026,Whiddon Temora Greenstone | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Temora Greenstone,The Frank Whiddon Masonic Homes of New South Wales,TEMORA,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,4.0,4.0,5.0,5.0,3.0
2026,Agris Hutrof House | RSL LifeCare Limited,Agris Hutrof House,RSL LifeCare Limited,THIRLMERE,Not for Profit,NSW,South West Sydney,Small rural towns,Small,4.0,3.0,5.0,4.0,2.0
2026,Constitution Hill Aged Care | Australian Unity Care Services Pty Ltd,Constitution Hill Aged Care,Australian Unity Care Services Pty Ltd,NORTHMEAD,Private for Profit,NSW,Western Sydney,Metropolitan,Large,5.0,5.0,5.0,4.0,5.0
2026,Catholic Healthcare Blakeney Lodge | Catholic Healthcare Limited,Catholic Healthcare Blakeney Lodge,Catholic Healthcare Limited,TUMUT,Not for Profit,NSW,Riverina/Murray,Medium rural towns,Small,5.0,4.0,5.0,5.0,5.0
2026,Southern Cross Care North Turramurra Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care North Turramurra Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,NORTH TURRAMURRA,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,5.0,5.0,4.0,3.0
2026,Elizabeth Lodge Hostel | Seventh-day Adventist Aged Care (Greater Sydney) Ltd,Elizabeth Lodge Hostel,Seventh-day Adventist Aged Care (Greater Sydney) Ltd,NORMANHURST,Private for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,4.0,4.0,3.0,3.0
2026,Catholic Healthcare McQuoin Park | Catholic Healthcare Limited,Catholic Healthcare McQuoin Park,Catholic Healthcare Limited,WAHROONGA,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,3.0,5.0,3.0,3.0
2026,Warrigal Care Mt Warrigal | Warrigal Care Limited,Warrigal Care Mt Warrigal,Warrigal Care Limited,MOUNT WARRIGAL,Not for Profit,NSW,Illawarra,Metropolitan,Small,4.0,4.0,4.0,5.0,3.0
2026,Whiddon Wingham | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Wingham,The Frank Whiddon Masonic Homes of New South Wales,WINGHAM,Not for Profit,NSW,Mid North Coast,Large rural towns,Small,4.0,3.0,5.0,5.0,3.0
2026,Anglicare Woodberry Village | Anglican Community Services,Anglicare Woodberry Village,Anglican Community Services,WINSTON HILLS,Not for Profit,NSW,Western Sydney,Metropolitan,Large,4.0,4.0,5.0,3.0,4.0
2026,BaptistCare Bethshan Gardens Centre | BaptistCare,BaptistCare Bethshan Gardens Centre,BaptistCare,WYEE,Not for Profit,NSW,Hunter,Metropolitan,Large,4.0,4.0,5.0,2.0,3.0
2026,Thomas Eccles Gardens | RSL LifeCare Limited,Thomas Eccles Gardens,RSL LifeCare Limited,YASS,Not for Profit,NSW,Southern Highlands,Medium rural towns,Medium,4.0,4.0,5.0,5.0,2.0
2026,Southern Cross Care Young Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Young Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,YOUNG,Not for Profit,NSW,Southern Highlands,Medium rural towns,Medium,3.0,3.0,5.0,2.0,3.0
2026,Uniting Wirreanda West Pennant Hills | The Uniting Church in Australia Property Trust (NSW),Uniting Wirreanda West Pennant Hills,The Uniting Church in Australia Property Trust (NSW),WEST PENNANT HILLS,Not for Profit,NSW,Western Sydney,Metropolitan,Small,4.0,5.0,5.0,3.0,3.0
2026,Christophorus House Hostel | Christophorus House Retirement Village,Christophorus House Hostel,Christophorus House Retirement Village,HORNSBY,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,,4.0,4.0,,4.0
2026,Catholic Healthcare St Mary's Retirement Village | Catholic Healthcare Limited,Catholic Healthcare St Mary's Retirement Village,Catholic Healthcare Limited,BERKELEY,Not for Profit,NSW,Illawarra,Metropolitan,Small,5.0,4.0,5.0,5.0,4.0
2026,Catholic Healthcare St John's Villa | Catholic Healthcare Limited,Catholic Healthcare St John's Villa,Catholic Healthcare Limited,NEW LAMBTON,Not for Profit,NSW,Hunter,Metropolitan,Small,4.0,4.0,5.0,4.0,3.0
2026,Woodlands Lodge | United Protestant Association of NSW Limited,Woodlands Lodge,United Protestant Association of NSW Limited,WALLSEND,Not for Profit,NSW,Hunter,Metropolitan,Medium,4.0,4.0,5.0,5.0,3.0
2026,RFBI Lakemba Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Lakemba Masonic Village,Royal Freemasons' Benevolent Institution,LAKEMBA,Not for Profit,NSW,Inner West,Metropolitan,Small,4.0,4.0,4.0,2.0,4.0
2026,Teloca House Hostel | RSL LifeCare Limited,Teloca House Hostel,RSL LifeCare Limited,NARRANDERA,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,4.0,4.0,5.0,1.0,4.0
2026,Catholic Healthcare Coolamon Villa | Catholic Healthcare Limited,Catholic Healthcare Coolamon Villa,Catholic Healthcare Limited,MULLUMBIMBY,Not for Profit,NSW,Far North Coast,Small rural towns,Small,4.0,4.0,5.0,2.0,3.0
2026,Glaica House | Great Lakes Aged & Invalid Care Association Ltd,Glaica House,Great Lakes Aged & Invalid Care Association Ltd,TUNCURRY,Not for Profit,NSW,Mid North Coast,Large rural towns,Large,4.0,4.0,5.0,2.0,4.0
2026,Anglicare Lemongrove Gardens | Anglican Community Services,Anglicare Lemongrove Gardens,Anglican Community Services,PENRITH,Not for Profit,NSW,Nepean,Metropolitan,Small,4.0,4.0,5.0,3.0,5.0
2026,Haydays Retirement Hostel | HAY SENIOR CITIZENS ASSOCIATION INC,Haydays Retirement Hostel,HAY SENIOR CITIZENS ASSOCIATION INC,HAY,Not for Profit,NSW,Riverina/Murray,Small rural towns,Small,4.0,5.0,5.0,2.0,4.0
2026,Bilyara Hostel | Cowra Retirement Village Ltd,Bilyara Hostel,Cowra Retirement Village Ltd,COWRA,Not for Profit,NSW,Central West,Medium rural towns,Medium,4.0,4.0,5.0,4.0,3.0
2026,Bracken House Dubbo | United Protestant Association of NSW Limited,Bracken House Dubbo,United Protestant Association of NSW Limited,DUBBO,Not for Profit,NSW,Orana Far West,Large rural towns,Medium,5.0,5.0,5.0,5.0,3.0
2026,Cooee Lodge | Gilgandra Council,Cooee Lodge,Gilgandra Council,GILGANDRA,Government,NSW,Orana Far West,Small rural towns,Small,5.0,5.0,4.0,5.0,5.0
2026,St Agnes Site | St Agnes' Care & Lifestyle,St Agnes Site,St Agnes' Care & Lifestyle,PORT MACQUARIE,Not for Profit,NSW,Mid North Coast,Large rural towns,Large,4.0,4.0,5.0,2.0,3.0
2026,Whiddon Narrabri Robert Young | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Narrabri Robert Young,The Frank Whiddon Masonic Homes of New South Wales,NARRABRI,Not for Profit,NSW,New England,Medium rural towns,Small,4.0,4.0,5.0,4.0,3.0
2026,Whiddon Belmont | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Belmont,The Frank Whiddon Masonic Homes of New South Wales,BELMONT,Not for Profit,NSW,Hunter,Metropolitan,Small,4.0,4.0,5.0,3.0,3.0
2026,Uralba Retirement Village | Burswood Care Pty Ltd,Uralba Retirement Village,Burswood Care Pty Ltd,CARCOAR,Private for Profit,NSW,Central West,Small rural towns,Small,4.0,4.0,4.0,5.0,3.0
2026,Borella House | The Churches of Christ Property Trust,Borella House,The Churches of Christ Property Trust,ALBURY,Not for Profit,NSW,Riverina/Murray,Regional centres,Medium,4.0,5.0,5.0,2.0,4.0
2026,Uniting Hawkesbury Richmond | The Uniting Church in Australia Property Trust (NSW),Uniting Hawkesbury Richmond,The Uniting Church in Australia Property Trust (NSW),RICHMOND,Not for Profit,NSW,Nepean,Metropolitan,Large,4.0,3.0,5.0,3.0,3.0
